,timestamp,visitorid,event,itemid,transactionid
116522,1433623447449,3,view,483,
116547,1433623456707,3,view,484,
116567,1433618666157,3,view,485,
116588,1433623470644,3,view,486,
116606,1433624043901,3,view,487,
116666,1433623104951,3,transaction,464,17443.0
116705,1433621715926,3,view,488,
116758,1433622554115,3,view,464,
116801,1433624802068,3,view,487,
116815,1433624651740,3,view,464,
116847,1433628884495,3,view,489,
116852,1433624752538,3,view,490,
116854,1433627364020,18,view,360,
116950,1433627650084,3,view,489,
116954,1433626750337,3,view,491,
117925,1433604796410,3,view,492,
118649,1433614477026,3,addtocart,493,
118696,1433609795288,3,view,494,
118802,1433606353187,3,view,495,
119150,1433637865370,3,transaction,334,1992.0
119223,1433614555329,3,transaction,493,14490.0
119270,1433617649830,3,view,496,
119307,1433612741450,11,view,400,
119367,1433613688483,3,view,475,
119376,1433615900423,3,view,497,
119378,1433617690615,3,view,496,
119452,1433614935301,3,transaction,475,6842.0
119471,1433626822368,3,view,464,
119487,1433629424561,3,transaction,260,14036.0
119507,1433624700242,3,view,464,
119549,1433629397837,3,view,498,
119565,1433626733870,3,view,487,
119601,1433629051797,3,view,468,
119880,1433631044556,3,view,462,
120542,1433606100545,20,view,17,
120593,1433603724406,3,view,488,
120630,1433604776463,3,view,499,
120650,1433605254018,20,view,21,
120789,1433623853883,3,view,487,
120822,1433623966144,3,view,472,
120847,1433618659147,3,view,500,
120901,1433622991153,3,view,501,
120987,1433623398282,3,view,491,
121001,1433622605562,3,view,464,
121079,1433642917422,20,view,21,
121385,1433610360483,3,view,502,
121396,1433610153796,3,view,503,
121506,1433612083485,3,view,504,
121573,1433606431207,3,addtocart,495,
121576,1433606410802,3,view,64,
121705,1433642422340,3,view,477,
121806,1433642077573,20,view,21,
122093,1433617618216,10,view,74,
122143,1433615677003,3,view,505,
122275,1433615851431,3,view,319,
122292,1433618331629,3,view,506,
122308,1433615832792,3,view,497,
122535,1433631225718,3,addtocart,462,
122647,1433622303846,3,view,507,
122683,1433623431901,3,view,508,
122696,1433621643773,3,view,56,
122744,1433623570344,3,view,509,
123218,1433603720430,3,view,510,
123607,1433642605442,20,view,17,
123639,1433642600349,20,view,32,
123644,1433642456598,3,addtocart,477,
123667,1433642547382,3,transaction,477,2092.0
123754,1433627612580,3,view,511,
123839,1433629010097,3,view,512,
123849,1433628920298,3,view,468,
123861,1433629005971,3,view,512,
123865,1433629072902,3,addtocart,260,
123873,1433630143141,3,view,513,
123954,1433630192027,3,view,514,
123982,1433630204108,3,view,515,
124010,1433629424592,3,transaction,468,14036.0
124025,1433627633737,3,view,465,
124164,1433608221273,3,view,516,
124195,1433606548717,3,transaction,495,4373.0
124318,1433642061855,20,view,21,
124506,1433613730694,3,addtocart,475,
124514,1433617623337,3,view,517,
124525,1433617613454,3,view,496,
124622,1433615683667,3,view,518,
124741,1433617665080,3,view,496,
124767,1433629055076,3,addtocart,468,
124776,1433629013117,3,view,512,
124797,1433627658885,3,view,511,
124820,1433627170239,3,view,464,
124825,1433630173385,3,view,519,
124928,1433626301798,3,view,491,
124998,1433628899236,3,view,511,
125101,1433621422216,3,view,510,
125204,1433624288781,3,view,520,
125214,1433624310339,3,view,521,
125227,1433624202155,3,view,522,
125271,1433618583461,3,view,500,
125549,1433642847608,3,view,523,
125878,1433605241299,20,view,1,
126756,1433627644690,3,view,469,
126783,1433630245032,3,view,524,
126808,1433630235132,3,view,525,
126839,1433625073943,3,view,526,
126863,1433627595335,3,view,467,
126867,1433628876137,3,view,467,
126878,1433629424546,3,transaction,512,14036.0
126885,1433629424530,3,transaction,238,14036.0
126908,1433626540632,3,view,464,
126959,1433626421074,3,view,464,
127116,1433642071130,20,view,1,
127225,1433637650924,3,view,334,
127723,1433611172937,3,view,527,
127801,1433614761192,3,view,475,
127916,1433615665384,3,view,528,
127921,1433614445446,3,view,493,
127942,1433617654942,3,view,476,
127993,1433617920941,29,view,6,
127997,1433617916717,29,view,5,
128186,1433632571328,10,view,529,
128705,1433605232728,20,view,21,
128717,1433603851484,3,view,530,
128903,1433621452597,3,view,169,
128937,1433622461505,3,view,464,
128949,1433623104951,3,transaction,466,17443.0
128991,1433624038431,3,view,491,
129156,1433623984072,3,view,474,
129159,1433623819759,3,view,508,
129161,1433624081007,3,view,531,
129170,1433623608469,3,view,532,
129197,1433623508202,3,view,481,
129198,1433618694163,3,view,500,
129208,1433624263792,3,view,470,
129555,1433710773252,10,view,533,
129728,1433710054617,10,view,534,
129738,1433710003104,10,view,535,
129752,1433709759168,10,view,536,
129816,1433709865374,10,view,537,
129889,1433710037025,10,view,538,
129986,1433709954020,10,view,539,
130088,1433701669316,11,view,540,
130750,1433733733052,20,view,21,
131280,1433690447969,11,view,541,
131326,1433690725646,11,view,542,
132074,1433693199495,20,view,17,
132445,1433710482775,10,view,543,
133068,1433698709328,11,view,544,
133142,1433693190891,20,view,32,
133292,1433710142972,10,view,535,
133305,1433709511463,10,view,545,
133324,1433709735947,10,view,539,
133368,1433710196724,10,view,545,
133378,1433709773947,10,view,546,
133391,1433709617507,10,view,545,
133429,1433709976722,10,view,547,
133491,1433709681369,10,view,548,
133497,1433710014416,10,view,549,
134187,1433690483111,11,view,250,
135576,1433710868136,10,view,550,
135653,1433710384216,10,view,543,
135853,1433733726724,20,view,21,
136087,1433710027199,10,view,551,
136088,1433710083530,10,view,552,
136109,1433709296815,10,view,138,
136159,1433709986699,10,view,553,
136231,1433709943880,10,view,548,
136276,1433710206481,10,view,554,
136414,1433674858887,29,view,5,
136617,1433690535555,11,view,555,
136827,1433690249204,11,view,556,
137180,1433716070370,11,view,400,
137867,1433710808378,10,view,557,
138099,1433710843821,10,view,558,
138648,1433716090847,11,view,381,
139079,1433710131655,10,view,545,
139090,1433709409151,10,view,545,
139219,1433710108342,10,view,559,
139786,1433689908720,29,view,5,
140628,1433710550774,10,view,543,
141206,1433702029092,11,view,400,
141834,1433709644638,10,view,545,
143150,1433693712846,20,view,21,
143306,1433693590506,18,view,404,
143468,1433710451317,10,view,543,
143865,1433733733193,20,view,1,
144165,1433692358553,20,view,1,
144167,1433692368267,20,view,21,
144256,1433692411425,20,view,21,
144455,1433716106503,11,view,400,
144522,1433709795601,10,view,560,
144581,1433709962575,10,view,546,
144590,1433709828258,10,view,554,
144692,1433709711815,10,view,537,
145101,1433701599932,29,view,6,
145720,1433698067427,11,view,561,
145905,1433699020474,11,view,562,
146854,1433807839580,10,view,563,
147099,1433809378848,20,view,1,
147106,1433823517693,9,view,564,
147165,1433823624704,9,addtocart,7,
147301,1433823623276,9,view,7,
147349,1433822924750,11,view,488,
148268,1433812258998,10,view,565,
148881,1433799988342,10,view,566,
148925,1433785460828,18,view,567,
148988,1433785427429,18,view,360,
150333,1433806421630,10,view,568,
150376,1433806571749,10,view,569,
150824,1433821582080,11,view,400,
150863,1433823636844,9,view,7,
150872,1433824122993,9,view,570,
152991,1433809386492,20,view,21,
153070,1433807306280,10,view,571,
153077,1433807271845,10,view,572,
154207,1433783084916,17,view,573,
154436,1433825332536,0,view,28,
154808,1433806629092,10,view,574,
154829,1433806237832,10,view,575,
154982,1433785192161,10,view,576,
155198,1433762117190,29,view,6,
155413,1433774493326,0,view,28,
155428,1433774494107,0,view,37,
156246,1433799884897,10,view,566,
156469,1433812312647,10,view,577,
156617,1433823744029,9,view,578,
156660,1433823162494,11,view,579,
156760,1433823701263,9,view,7,
156802,1433823117153,11,view,488,
156830,1433824276196,9,view,7,
156834,1433823135863,11,view,488,
156945,1433807312711,11,view,580,
157013,1433807953343,10,view,498,
157035,1433808107876,11,view,580,
157054,1433809896426,11,view,581,
157791,1433806552666,10,view,574,
159016,1433762113920,29,view,5,
160000,1433800006798,10,view,566,
160682,1433807332465,11,addtocart,580,
160709,1433807080902,10,view,582,
160723,1433809027699,10,view,545,
162077,1433812324982,10,view,583,
162115,1433812288574,10,view,583,
162146,1433812676859,10,view,577,
162367,1433806657282,10,view,574,
162626,1433824363564,9,view,7,
163471,1433824330622,9,view,7,
164083,1433809955189,20,view,21,
164089,1433809372605,20,view,21,
164112,1433809690226,20,view,17,
164129,1433809467732,10,view,584,
165013,1433796663285,17,view,585,
165228,1433781714573,18,view,360,
165740,1433824824728,0,view,586,
166077,1433806076910,10,view,587,
166183,1433806665397,10,view,569,
166289,1433747161522,18,view,360,
166934,1433812670993,10,view,583,
166946,1433812686637,10,view,583,
167569,1433822898623,0,view,28,
167584,1433824183970,9,addtocart,7,
168058,1433807314722,10,view,572,
168068,1433809686638,20,view,32,
168574,1433904745892,3,addtocart,588,
170372,1433856560262,11,view,589,
170425,1433859211121,20,view,32,
171813,1433896233657,20,view,1,
171974,1433896789429,20,view,21,
172005,1433895952236,18,view,360,
172358,1433904399969,3,view,590,
172383,1433904743740,3,view,588,
172524,1433904409885,3,view,590,
172569,1433903968263,3,addtocart,591,
174115,1433859213881,20,view,17,
174211,1433856568272,11,view,592,
174248,1433858891684,20,view,21,
174621,1433843850269,29,view,5,
175191,1433864865245,3,view,593,
175805,1433896510910,20,view,32,
175837,1433896513269,20,view,17,
176502,1433882881274,11,view,594,
177331,1433858907943,20,view,21,
177347,1433853744645,11,view,595,
177434,1433862408772,3,view,596,
177913,1433836570950,0,view,28,
177971,1433834092946,29,view,5,
179250,1433903927158,3,view,591,
179266,1433904206104,3,view,590,
179279,1433904420381,3,view,588,
179327,1433904839796,3,transaction,588,13731.0
179450,1433876322234,11,view,22,
179962,1433862598064,3,view,597,
180024,1433862592093,3,view,598,
180096,1433862834735,3,view,599,
180101,1433862602033,3,view,600,
181215,1433904654737,3,addtocart,588,
181966,1433831511505,18,view,360,
183299,1433856845672,11,view,592,
183388,1433859478810,20,view,21,
183889,1433862866285,3,view,601,
184308,1433904082646,3,transaction,591,8469.0
185452,1433872118705,11,view,256,
185763,1433843859006,29,view,6,
187485,1433896234255,20,view,21,
188790,1433904082646,3,transaction,56,8469.0
189110,1433858883780,20,view,1,
189225,1433834102127,29,view,6,
189350,1433836571516,0,view,37,
190293,1433876284640,11,view,602,
191444,1433896234176,20,view,21,
191818,1433863786725,3,view,603,
191862,1433864793098,3,view,593,
191936,1433864140574,3,view,604,
193082,1433945753702,11,view,367,
193180,1433944198258,20,view,21,
193509,1433930831827,29,view,6,
193950,1433965274321,3,view,389,
194135,1433965101476,3,view,605,
194179,1433965494551,3,transaction,393,8277.0
194180,1433965494551,3,transaction,389,8277.0
194750,1433974748223,20,view,1,
194761,1433972725447,3,transaction,606,1694.0
194827,1433975533955,20,view,21,
194896,1433971239038,3,addtocart,607,
194908,1433971044419,3,transaction,608,12216.0
194966,1433970625224,3,addtocart,608,
194969,1433971385530,3,transaction,607,3805.0
194978,1433970663076,3,view,609,
195774,1433950270528,3,view,610,
196148,1433971919787,0,view,37,
196287,1433970862113,3,view,611,
198577,1433972597767,3,addtocart,606,
198635,1433975240798,20,view,32,
198665,1433975236305,3,transaction,612,2917.0
198666,1433975236305,3,transaction,56,2917.0
198709,1433975119050,3,addtocart,612,
199009,1433943674069,20,view,21,
199097,1433945802299,11,view,367,
199250,1433967239285,3,view,613,
199277,1433968322908,3,view,614,
199711,1433949157318,3,view,615,
199742,1433952553534,29,view,5,
200147,1433971920600,0,view,28,
200698,1433943967119,20,view,32,
202505,1433962305406,3,view,616,
202625,1433974612946,20,view,21,
202661,1433975109726,3,addtocart,56,
202669,1433975010706,3,view,612,
202927,1433968696470,3,transaction,614,9980.0
203188,1433966625497,3,view,617,
203809,1433950303745,3,addtocart,610,
204255,1433971163986,3,view,607,
204310,1433969929341,3,view,618,
204410,1433971044517,3,transaction,611,12216.0
204945,1433962644165,3,addtocart,616,
205072,1433965055664,3,addtocart,393,
206648,1433974773357,20,view,21,
206709,1433972531670,3,view,606,
206721,1433975241674,20,view,17,
206762,1433974761834,3,view,618,
206934,1433943967181,20,view,17,
207054,1433943674618,20,view,1,
207109,1433965117617,3,view,393,
207193,1433968492594,3,addtocart,614,
207363,1433968053772,3,transaction,400,12138.0
207792,1433949977262,3,view,619,
207865,1433950784949,3,addtocart,321,
208332,1433969642206,3,view,620,
209523,1433930825241,29,view,5,
210049,1433967977243,3,addtocart,400,
210147,1433965310982,3,addtocart,389,
210408,1433964920621,3,view,393,
210646,1433975285103,3,view,612,
211104,1433943661418,20,view,21,
211609,1433950592366,3,view,610,
212152,1433970423100,3,view,608,
212228,1433971920756,0,view,28,
212348,1433969677603,3,view,620,
212649,1433978373240,11,view,621,
213127,1433945824106,11,view,622,
214035,1433967963587,3,view,400,
214359,1433962757135,3,transaction,616,10438.0
214518,1433974894034,3,transaction,618,2373.0
214669,1433974775961,3,addtocart,618,
215692,1433952559800,29,view,6,
215736,1433950742120,3,view,321,
215792,1433951059959,3,transaction,321,527.0
215887,1434219561149,3,view,623,
216174,1434247830179,3,view,624,
216817,1434206067637,11,view,625,
217040,1434223712946,3,view,626,
217253,1434235894951,3,view,627,
217440,1434177131914,18,view,360,
217990,1434244629876,3,view,628,
218718,1434206038061,11,view,629,
219910,1434240852975,3,view,630,
220503,1434223114463,3,view,631,
221269,1434235709950,3,view,632,
222426,1434223373252,3,view,56,
222753,1434177156086,18,view,633,
223199,1434219501462,3,view,623,
223410,1434222217970,3,view,634,
224596,1434231563297,3,view,635,
225383,1434223210814,3,view,636,
225436,1434222313060,3,view,637,
225501,1434223292838,3,view,638,
225600,1434248558429,3,view,639,
225633,1434248839732,3,view,640,
227080,1434045021736,10,view,641,
227095,1434045186502,10,view,642,
227134,1434065618882,10,view,643,
227194,1434065599317,10,view,643,
227780,1434034483232,20,view,17,
228659,1434058811323,11,view,562,
228921,1434059904896,20,view,21,
229090,1434059895708,20,view,21,
229713,1434048719031,10,view,644,
229887,1434048691727,10,view,645,
230200,1434041209219,18,view,360,
230242,1434040540604,10,view,646,
230355,1434044145699,10,view,407,
230552,1434036895307,10,view,647,
230625,1434039703799,20,view,21,
231128,1434045083366,10,view,642,
232051,1434048798800,10,view,648,
232081,1434048675239,10,view,645,
232238,1434060335574,20,view,32,
232397,1434061261875,0,view,28,
232668,1434058967046,11,view,649,
233136,1434053964999,10,view,650,
233472,1434056361424,10,view,651,
233693,1434065306088,10,view,643,
233711,1434065560202,10,view,652,
235428,1434034483092,20,view,32,
236479,1434077645809,0,view,28,
236704,1434056327297,10,view,653,
237084,1434039382960,10,view,450,
237219,1434039790385,20,view,21,
237247,1434039768716,10,view,568,
237293,1434034697885,20,view,21,
237317,1434034250491,20,view,21,
237318,1434034249773,20,view,1,
237324,1434034243067,20,view,21,
237573,1434041436404,10,view,654,
237693,1434043937214,10,view,655,
238013,1434065625463,10,view,656,
238535,1434045031011,10,view,657,
238715,1434060338543,20,view,17,
238811,1434060549498,20,view,21,
238931,1434061262050,0,view,37,
239928,1434057816078,11,view,621,
239946,1434058856863,11,view,658,
240232,1434040985117,10,view,659,
240276,1434040931901,10,view,659,
240436,1434039720146,20,view,1,
240644,1434036492224,10,view,660,
240958,1434045176954,10,view,657,
240960,1434044994412,10,view,657,
241072,1434044599795,10,view,661,
241885,1434052265628,10,view,662,
241974,1434053947102,10,view,663,
242357,1434059906021,20,view,1,
242523,1434048789876,10,view,645,
242579,1434048628659,10,view,259,
243010,1434072309570,0,view,28,
243011,1434072309491,0,view,37,
244117,1434065603919,10,view,664,
244488,1434044588056,10,view,665,
245598,1434061261750,0,view,28,
246154,1434048748845,10,view,666,
246399,1434129634835,20,view,1,
246479,1434129950306,20,view,17,
246878,1434134607402,11,view,667,
247220,1434150303305,20,view,21,
247252,1434148689222,10,view,668,
247421,1434136880801,11,view,669,
247863,1434090953535,9,view,8,
248606,1434174412720,9,view,670,
248831,1434146398411,10,view,671,
248849,1434129633222,20,view,21,
249668,1434090912282,9,view,7,
249755,1434090922472,9,view,7,
250016,1434151709274,20,view,32,
250278,1434131389915,11,view,672,
250296,1434132628820,10,addtocart,673,
250314,1434132572996,10,view,673,
250317,1434132557768,10,view,674,
250327,1434131694984,11,view,672,
250432,1434131675786,11,view,672,
250447,1434134256724,11,view,675,
